@relation R_data_frame

@attribute att6 numeric
@attribute att9 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att22 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att28 numeric
@attribute att33 numeric
@attribute att35 numeric
@attribute att37 numeric
@attribute att40 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att45 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att59 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att65 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att76 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att84 numeric
@attribute att86 numeric
@attribute att88 numeric
@attribute att91 numeric
@attribute att94 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att102 numeric
@attribute att105 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att129 numeric
@attribute att133 numeric
@attribute att136 numeric
@attribute att138 numeric
@attribute att143 numeric
@attribute att146 numeric
@attribute att148 numeric
@attribute att154 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att162 numeric
@attribute att166 numeric
@attribute att169 numeric
@attribute att174 numeric
@attribute att176 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att183 numeric
@attribute att186 numeric
@attribute att188 numeric
@attribute att190 numeric
@attribute att192 numeric
@attribute att199 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att207 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att213 numeric
@attribute att218 numeric
@attribute att223 numeric
@attribute att224 numeric
@attribute att225 numeric
@attribute att228 numeric
@attribute att230 numeric
@attribute att234 numeric
@attribute att240 numeric
@attribute att242 numeric
@attribute att243 numeric
@attribute att244 numeric
@attribute att247 numeric
@attribute att248 numeric
@attribute att249 numeric
@attribute outlier string

@data
7858,29374,51,2219,0.657,6894,16,0.5,0.4,34,8.35,57,169,3843,7676,0.42,94,367,0.7,92,4975,66.7,4.4,3.4,7538,3.4,75865,0.543,351,0.29,0.51,3.44,86734,5406,60053,0.465,4.98,2.78,8.8,3723,0.38,0.211,47.5,0.8,5.83,3.8,0.397,0.464,0.384,4366,4.45,4878,0.8,0.373,42.8,1882,0.621,9.1,5906,80,63.6,5.6,0.36,0.315,0.48,0.52,8.5,1.43,53,873,6.79,333,83,0.417,24.2,54.3,0.45,75.6,77747,187,26927,87.3,0.77,3.5,47.6,2.3,67179,6.92,68808,0.276,820,436,0.116,4972,77,36489,3.51,7136,7417,0.78,40268,93254,3,97743,3.13,no
7763,25488,66,5002,0.882,5096,40,0.85,0.3,60,8.43,55,698,5911,7718,0.37,95,377,3.6,85,3085,73.3,5.1,5.3,8385,4.2,54370,0.532,196,0.54,0.52,3.17,73080,5905,82886,0.55,8.56,2.79,7.3,4001,0.5,0.233,16.8,0.82,5.78,1.2,0.399,0.444,0.366,6727,5.44,4845,1.8,0.673,52.1,1844,0.573,0.9,5846,46,62.1,6.1,0.9,0.164,0.62,0.45,8.1,6.05,59,930,6,258,70,0.542,25.3,54.1,0.89,66.2,38429,216,87723,89.1,0.85,4.4,36.4,4.4,55356,6.48,56593,0.144,728,416,0.111,6330,21,41989,0.46,7063,7926,0.82,50119,96221,0.6,98551,5,no
7709,20063,67,5642,0.805,7017,29,0.61,0.36,29,8.45,21,201,6979,7721,0.51,71,371,1.9,59,3038,73.8,6.9,2.7,8338,5,79216,0.633,452,0.53,0.76,3.42,76106,5937,94166,0.462,4.91,2.36,8.4,3302,0.52,0.274,19.5,0.86,5.7,3.1,0.495,0.484,0.33,9636,5.62,4109,6.1,0.384,50.5,5403,0.67,8.8,4008,60,62.6,5.6,0.33,0.809,0.53,0.37,7.7,2.66,53,892,6.03,265,44,0.587,24.2,54.1,0.4,79.5,29942,133,26571,85.8,0.78,3.4,25.8,4.9,63774,0.8,38386,0.179,849,345,0.109,4593,61,39988,2.81,7110,7827,0.82,58638,92353,2.5,93968,4.52,no
7787,22566,45,5066,0.894,6049,36,0.65,0.38,51,8.59,66,335,3941,7708,0.43,92,382,1,93,3030,73.6,5.3,4.2,8358,2.7,79896,0.543,489,0.54,0.78,3.41,79310,5682,68158,0.463,7.49,2.82,5.6,3731,0.45,0.226,48.5,0.76,5.78,2,0.428,0.092,0.28,4024,5.53,3836,5.2,0.386,52.3,2166,0.627,8.5,3403,47,63.9,6.1,0.26,0.191,0.34,0.14,8.6,5.99,47,850,6.48,348,62,0.611,51.6,52.4,0.38,71.4,80795,161,90036,83.6,0.85,6,50.5,2.3,58082,1.41,47375,0.166,785,385,0.05,6662,17,37529,8.07,7070,7134,0.27,46912,92781,2.9,98314,2.3,no
7855,29568,33,5625,0.517,4817,38,0.62,0.36,30,8.76,61,357,3978,7387,0.54,82,371,0.8,86,2934,70.2,4.9,5.7,8836,4.6,32580,0.528,445,0.27,0.77,3.15,82090,5936,80715,0.476,4.91,2.53,4.5,3723,0.44,0.233,57.3,0.85,7.85,2.1,0.575,0.475,0.329,9244,5.47,3906,3.4,0.454,44.6,1543,0.664,8.2,4002,82,63.8,0.6,0.16,0.297,0.41,0.14,6.4,1.27,49,866,6.69,273,79,0.588,86.1,69.7,0.5,68.1,33011,272,88688,87.2,0.68,3.5,50.3,2.2,63748,4.34,58657,0.13,702,413,0.109,6332,24,39733,2.7,7053,7580,0.79,56892,96027,1.1,95751,8.38,no
7671,28886,26,1516,0.421,6421,66,0.4,0.32,37,8.6,60,531,4416,7532,0.49,65,406,0.7,93,3729,73.7,5.6,1.9,8854,2.4,74011,0.538,542,0.53,0.55,2.91,76171,5306,88358,0.552,8.78,2.6,4.5,3278,0.52,0.276,61.7,0.84,7.44,1.5,0.399,0.092,0.272,4671,5.52,4434,2.2,0.568,43.1,8571,0.562,8.3,4042,74,62.7,8.9,0.58,0.155,0.57,0.45,6.9,1.35,58,875,6.97,244,62,0.579,63.4,73.8,0.33,72.6,30979,216,30593,87.9,0.52,5.5,51.3,0.8,68156,4.23,45221,0.286,803,412,0.122,6028,74,41543,2.7,7117,6593,0.81,56220,92641,5.4,87385,8.63,no
7973,28845,33,5580,0.647,3828,25,0.44,0.37,30,8.57,58,843,6536,7476,0.6,95,455,0.7,92,3029,68.4,6.6,2.1,8443,3.3,71402,0.514,261,0.43,0.86,3.41,75232,5647,91948,0.577,4.97,2.22,8.1,3341,0.36,0.06,41.3,0.92,6.36,3.3,0.429,0.136,0.279,9373,5.52,4703,2.4,0.435,53.5,8811,0.639,3.8,4003,46,64.4,0.4,0.68,0.346,0.54,0.56,7.9,1.62,58,880,7.05,356,86,0.6,86.9,51,0.51,82.4,86408,267,87687,87.3,0.66,4.2,27.5,1.6,68874,6.8,38479,0.165,719,328,0.066,6727,60,36548,2.54,7123,7299,0.78,57095,93390,3.3,95643,3.92,no
7917,29392,55,5052,0.76,4878,24,0.64,0.43,83,8.63,22,274,3524,7453,0.33,77,429,2,49,4418,71.9,5.5,5.6,8829,2.5,53868,0.626,383,0.11,0.51,3.18,79396,5232,89499,0.473,5.37,2.85,8.9,3863,0.47,0.179,35.9,0.7,6.92,1.4,0.57,0.056,0.281,4292,5.68,4854,2.3,0.456,47,1798,0.568,5.7,4148,80,62.3,1.1,0.34,0.618,0.2,0.27,5.4,1.05,30,875,7.07,246,81,0.585,43,54.4,0.35,65.3,28501,238,77173,89,0.52,4.2,50.3,2.4,66311,4.62,38516,0.119,808,335,0.105,6333,73,39732,2.34,7144,7766,0.33,58538,93859,3.2,94679,4.42,no
7920,29580,48,5232,0.55,5991,38,0.56,0.28,78,8.54,45,958,6573,7707,0.23,82,408,1.3,91,3101,68,2.8,2.1,8226,4.3,70904,0.563,427,0.2,0.8,3.44,79656,5906,81839,0.481,8.55,2.7,8.3,3457,0.24,0.132,65.9,0.89,6.02,2.9,0.399,0.377,0.283,5248,5.67,4811,6.5,0.361,42.8,8774,0.578,3.5,4010,82,62.5,1.3,0.23,0.272,0.64,0.53,8.4,5.94,45,851,6.76,301,46,0.613,62.5,54.1,0.48,72.4,40961,130,21597,88.4,0.68,5.4,28,1.5,64999,5.91,38603,0.164,795,397,0.084,5868,74,33094,5.55,7117,8407,0.81,54809,93844,3.4,95830,2.77,no
8173,18686,71,5460,0.851,5735,21,0.64,0.35,29,8.37,18,594,6563,7673,0.24,59,399,1.7,89,3083,75.4,3.2,1.9,8628,2.1,78667,0.576,260,0.5,0.73,2.85,80690,5876,76965,0.455,8.51,2.31,8.5,3228,0.38,0.044,28.3,0.84,7.98,2.2,0.396,0.475,0.286,4037,4.45,4843,2.8,0.555,44.1,8319,0.717,7.8,3317,78,63.7,3.2,0.18,0.37,0.68,0.6,7.6,6.62,52,849,7,296,68,0.626,72.4,54.4,0.34,73.5,75456,406,29592,87.2,0.65,5.9,27.3,1.2,69052,6.92,38609,0.174,691,409,0.12,6204,56,37222,3.17,7122,6725,0.58,42318,95740,4,95741,8.63,no
7912,25135,27,3212,0.878,5738,56,0.41,0.28,47,8.48,45,294,6448,7040,0.27,95,374,3.8,92,2736,72,3,3,8470,5.1,36135,0.552,591,0.4,0.54,3.42,87836,4857,92312,0.435,8.55,2.68,8.8,3617,0.24,0.214,32.7,0.76,5.7,3.7,0.398,0.286,0.291,5195,5.68,4186,5.4,0.624,44.1,6736,0.632,5.2,3704,49,62.5,1.4,0.58,0.303,0.2,0.5,8.7,1.34,55,851,6.08,328,44,0.573,66.6,50.9,0.36,63.4,84979,215,88052,87.3,0.63,5.4,48,3.6,60468,5.26,46569,0.171,775,390,0.06,4819,56,41757,2.58,7068,7155,0.58,58280,94428,4.2,98578,4.11,no
7828,27065,60,4973,0.881,6783,28,0.4,0.28,32,8.95,18,284,3537,7684,0.5,58,480,1.5,93,3064,67.3,5.7,2.3,8831,4.6,74375,0.54,567,0.09,0.87,2.85,83576,5927,94004,0.451,7.53,2.78,4.6,3311,0.47,0.047,61.1,0.65,7.37,3.2,0.398,0.474,0.287,6698,5.54,3939,5.1,0.447,45.5,8250,0.638,9,4002,79,62,3.6,0.87,0.627,0.58,0.36,5.9,4.79,57,933,7.05,331,43,0.677,82.6,66.3,0.39,78.3,65666,187,88244,87.2,0.78,5.9,50.6,5.5,66110,2.81,38496,0.167,787,418,0.049,6318,22,42886,3.44,7117,7280,0.82,40263,92224,1.8,98573,4.84,no
7715,29107,56,3242,0.659,7276,13,0.66,0.37,31,8.47,55,721,5169,7686,0.37,93,420,0.7,92,3089,75.2,5.6,5.4,8796,2,30765,0.608,466,0.53,0.62,3.16,81215,5872,88691,0.483,8.08,2.72,7.4,3726,0.38,0.232,55.1,0.91,6.17,2.9,0.567,0.083,0.439,6219,4.46,4807,2.3,0.592,49.5,7371,0.665,8,5862,59,66.8,5.9,0.51,0.23,0.56,0.6,8.2,1.41,54,934,6.19,313,58,0.636,41.5,51.8,0.35,81.8,40287,132,87721,85.4,0.78,4.8,46.4,3.7,55467,3.83,63027,0.132,726,403,0.05,5732,59,34757,8.61,7080,7278,0.44,55064,93699,0.9,93845,7.2,no
7815,28538,72,1440,0.391,3309,57,0.5,0.36,46,8.66,65,895,6120,7192,0.21,95,371,0.9,87,3034,73.6,4.3,5.4,8389,2.6,75199,0.538,695,0.53,0.88,3.33,82315,5901,89795,0.486,4.84,2.68,8.2,3916,0.29,0.203,24.9,0.81,5.6,2.2,0.59,0.476,0.322,9689,5.62,3791,1.8,0.426,52,2002,0.634,2.9,4008,49,62.8,6.1,0.18,0.285,0.71,0.35,4.6,6.53,53,854,6.34,285,78,0.586,63.5,54.6,0.36,70.9,75639,257,87657,87.8,0.85,4.2,43.6,4.1,62723,6.01,60449,0.182,694,353,0.082,6313,45,37056,0.47,7068,7734,0.73,41504,95214,2.2,92623,8.61,no
7768,26011,26,1364,0.649,3273,57,0.51,0.37,31,8.57,19,479,4438,7682,0.31,61,387,0.6,61,3086,68.2,5.1,2.9,8796,5.2,67143,0.538,494,0.37,0.58,3.31,77756,5934,86462,0.561,7.55,2.75,5,3673,0.42,0.24,59.4,0.8,7.01,3.5,0.586,0.479,0.284,5384,4.45,4897,2.2,0.545,43.4,1606,0.637,9.3,5868,46,62.1,6,0.41,0.23,0.57,0.14,6,3.38,36,852,6.84,278,57,0.562,85.2,54,0.5,77.2,76984,270,90475,88,0.77,5.9,41.9,3.3,56140,6.83,55885,0.126,851,538,0.109,6030,59,34084,1.93,7122,6681,0.8,56270,92559,4.4,97830,8.96,no
7648,29564,27,5672,0.64,6853,34,0.69,0.5,55,8.61,27,747,6647,7238,0.43,83,408,2.9,86,4121,68.5,5.9,3.4,8757,4.2,33048,0.57,511,0.09,0.78,3.42,85360,5932,90962,0.438,4.85,2.24,8.3,3714,0.38,0.227,31.6,0.81,7.08,2,0.399,0.135,0.277,4072,4.47,4813,6.5,0.37,52.9,2502,0.568,9.3,3768,73,62.5,8,0.88,0.218,0.72,0.58,8.3,4.81,41,863,7.21,253,71,0.599,35.7,69.2,0.89,82.1,31412,134,88161,87.9,0.71,4.3,38.4,4.4,62988,6,51935,0.299,827,408,0.118,5111,73,32193,3.04,7067,6545,0.49,49674,93775,1.3,97445,3.78,no
7779,26873,30,5084,0.902,5405,56,0.56,0.31,37,8.55,26,218,4288,7733,0.32,92,421,3.8,93,4463,67.5,3.9,5.8,8703,3.2,53922,0.536,710,0.1,0.82,3.46,76407,5939,77364,0.495,4.96,2.26,4.5,3349,0.48,0.219,63.9,0.93,8.02,2.6,0.589,0.47,0.272,7296,5.68,4012,1.6,0.647,52,5993,0.566,9.3,5843,75,62.8,8.6,0.68,0.308,0.3,0.48,8.2,1.12,38,849,6.13,307,85,0.58,22.3,54.4,0.36,68.7,30408,270,90494,83.1,0.78,4.2,29.9,1.7,68612,2.39,57191,0.282,698,403,0.112,4713,26,42167,0.71,7140,7271,0.78,49057,92849,4.6,93185,8.41,no
7949,29285,71,2214,0.884,5131,25,0.57,0.31,55,8.58,57,405,3992,7654,0.24,65,416,1.5,89,4109,67.3,6.5,2,8092,3,76310,0.539,240,0.2,0.72,3.17,77370,5537,85234,0.447,8.52,2.56,4.6,3893,0.47,0.243,56.1,0.84,6.91,2.7,0.59,0.48,0.286,8930,5.65,3928,3,0.594,39.9,7130,0.633,2.7,5212,43,62,3.7,0.64,0.627,0.69,0.55,7.7,1.62,51,869,6.33,220,77,0.748,23.1,83.9,0.52,82,60931,133,76765,88.6,0.68,6.2,32.6,3.7,55372,6.82,55453,0.181,780,417,0.059,6739,24,41688,2.74,7069,6548,0.36,61804,93644,5.6,96814,4.97,no
7518,24333,71,5456,0.672,5959,57,0.65,0.41,29,8.37,29,180,5602,7237,0.67,93,477,0.7,36,3074,68.5,4.7,5.1,8398,3.4,75899,0.613,543,0.37,0.54,3.15,76125,4317,83334,0.503,8.51,2.11,8.4,3510,0.27,0.244,57.6,0.51,5.49,3.7,0.58,0.066,0.411,4633,4.46,4878,2.3,0.457,41.3,8343,0.575,2.9,3444,46,62.4,6.1,0.62,0.402,0.23,0.44,8.8,4.72,50,865,7.2,328,87,0.511,23.9,63.3,0.35,65.9,76319,298,31860,84.2,0.79,5.9,52.6,4.5,66316,3.93,38347,0.138,843,409,0.112,5795,59,36741,1.15,7068,7357,0.36,47974,96216,3,96706,3.74,no
7855,29751,70,1483,0.874,3339,13,0.76,0.3,37,8.38,46,862,6744,7046,0.21,82,477,3.6,81,3083,74.1,4.8,4,8823,2.3,50500,0.559,157,0.13,0.53,3.49,80152,5774,59257,0.464,4.9,2.38,8.6,3887,0.49,0.032,69.5,0.85,7.99,2,0.575,0.076,0.458,5844,5.64,4838,2.2,0.594,42.6,2837,0.705,9.3,5625,49,62.4,0.4,0.8,0.432,0.34,0.34,6.7,0.82,31,878,6.43,219,80,0.577,77.8,77.8,0.86,73.6,27408,133,87747,84.1,0.85,3.4,25.9,5.5,69123,0.97,92211,0.177,690,526,0.053,6324,41,41553,3.03,7043,7417,0.6,54552,95975,0.6,97847,2.29,no
7951,22275,31,5179,0.558,5078,13,0.61,0.34,56,8.54,18,926,4961,7200,0.45,74,480,2.7,88,3037,75.2,5.4,5.9,7365,2.1,32085,0.552,457,0.21,0.51,3.46,82414,5684,60939,0.449,8.55,2.75,4.5,3727,0.37,0.255,37.5,0.8,7.98,2.6,0.424,0.145,0.274,5087,5.64,4637,3.5,0.5,40.5,7953,0.628,8.9,5593,57,62.5,6.1,0.33,0.144,0.7,0.14,6.7,6.09,55,871,7.13,357,42,0.588,61.7,54.1,0.88,75.5,85138,353,79659,84.7,0.79,4.4,29.5,4.5,63887,6.43,92310,0.162,696,513,0.124,6316,72,37479,0.65,7125,7855,0.77,58405,92520,1.9,92573,4.43,no
8132,28919,71,5614,0.905,6551,56,0.81,0.33,59,8.51,60,698,4782,7387,0.49,75,373,1.6,93,3035,69.5,4.8,4.7,8818,2.5,62133,0.601,388,0.11,0.63,3.16,78871,5895,66147,0.462,7.43,2.64,8.7,3569,0.38,0.169,43.8,0.8,5.63,3.8,0.578,0.381,0.286,4999,5.62,4793,5.3,0.453,50.7,7335,0.668,8,4007,68,62,5.9,0.57,0.221,0.47,0.17,7.7,1.46,31,933,6.83,329,43,0.59,44.2,66.7,0.33,75.1,90652,133,87741,87.2,0.71,6.4,26,5.5,65870,2.95,48541,0.186,830,403,0.069,6740,60,43160,3.5,7139,8027,0.29,62248,96221,3.8,88994,2.68,no
7763,28962,67,4672,0.679,5107,18,0.8,0.38,54,8.37,43,259,3790,7684,0.59,65,368,2.4,41,5024,74.1,3.9,1.9,8352,1.9,57522,0.554,536,0.55,0.76,3.19,84157,5940,83566,0.434,8.54,2.38,8.8,3926,0.39,0.115,47.2,0.83,5.68,2.7,0.398,0.142,0.279,8483,4.47,4348,2.5,0.456,50.2,3998,0.634,1.7,5313,81,62.3,7.9,0.47,0.569,0.64,0.56,6.6,6.19,58,861,6.89,312,51,0.58,23.7,51.4,0.32,70.6,60913,132,90092,86.4,0.51,4,34.1,2.5,55464,6.77,55128,0.142,808,355,0.109,4926,47,34594,0.52,7123,6676,0.81,58290,93708,3.8,92545,7.44,no
8169,28837,39,2733,0.877,5435,20,0.4,0.38,34,8.38,58,560,3522,7325,0.36,94,378,2.2,88,2811,71.4,6.7,1.9,7674,4.2,70336,0.517,602,0.4,0.52,3.18,78538,4437,76054,0.49,5.34,2.34,5.7,3324,0.48,0.247,59.6,0.88,6.62,2.1,0.585,0.296,0.366,3999,4.42,4001,4.9,0.457,53,6748,0.632,8.6,5324,69,62,9.1,0.29,0.505,0.56,0.34,8.2,5.98,55,900,5.55,279,61,0.598,37.9,74.7,0.5,69.9,84458,140,87750,83.8,0.84,5.9,27.7,4.2,65933,0.71,38487,0.164,691,384,0.121,6713,65,43142,4.29,7044,7312,0.8,50115,95065,4.2,95152,8.75,no
7547,29323,52,5649,0.667,3873,45,0.81,0.38,34,8.55,18,955,6626,7733,0.31,95,419,3.7,87,2735,68.9,5.3,5.5,8416,3.7,32783,0.617,624,0.18,0.81,2.85,75437,5388,80567,0.497,7.5,2.49,4.5,3998,0.47,0.096,32.1,0.61,7.5,2.8,0.399,0.428,0.297,4510,5.53,4888,5.5,0.576,50.8,7758,0.659,2.3,4680,50,62.7,5.6,0.68,0.3,0.65,0.49,7.9,4.48,54,910,5.94,246,85,0.698,24.6,53.6,0.35,60.2,46587,401,22024,83.3,0.52,6,47.9,4.8,66964,3.74,38507,0.128,755,415,0.111,5367,61,32518,4.2,7108,6897,0.82,48412,93508,1.1,93907,4.62,no
8134,28064,27,5158,0.914,5811,18,0.39,0.47,59,8.62,27,322,4593,7389,0.35,94,420,1.3,85,3018,74,6.7,3,8367,2,77070,0.613,541,0.08,0.54,3.46,82599,5907,64276,0.512,8.02,2.43,8.9,3553,0.47,0.099,42.7,0.77,6.19,2.9,0.589,0.492,0.273,8445,4.43,4003,6,0.57,45.6,1282,0.627,5.6,4120,66,62,3.1,0.77,0.153,0.33,0.57,8.1,3.54,58,857,6.23,227,37,0.596,25.2,54.2,0.5,62.7,57614,297,88825,84.4,0.51,5.9,50.5,4.6,66023,0.91,55809,0.234,688,403,0.116,6612,58,35454,5.84,7118,7985,0.61,46226,92241,0.7,98093,6.14,no
7801,27131,66,1364,0.769,6360,38,0.57,0.29,29,8.61,48,268,4204,7368,0.51,93,370,1.7,63,3015,75.3,4.9,5.8,8919,1.9,37001,0.542,469,0.22,0.79,2.92,75859,5396,60547,0.469,8.41,2.73,4.5,3738,0.48,0.261,35.4,0.83,7.71,3.3,0.57,0.174,0.282,7660,5.54,4709,1.4,0.524,45.1,8713,0.627,8.4,5686,76,64.3,2.5,0.32,0.319,0.54,0.56,7.8,2.11,59,928,6.9,306,37,0.641,63.4,74.9,0.34,68.9,55487,206,77245,83.4,0.7,4.5,26.1,2.3,62656,6.9,65329,0.231,694,403,0.11,4609,59,37443,3.21,7126,7718,0.79,46751,93540,5.5,93861,2.59,no
7549,29569,48,2744,0.411,5032,21,0.45,0.42,28,8.55,36,349,6826,7668,0.6,67,415,1.1,58,2884,75.5,3.3,4.8,8896,5.2,44543,0.615,314,0.21,0.51,3.2,83858,5932,90994,0.476,5.56,2.41,7.2,3888,0.37,0.119,54.7,0.55,5.92,1.2,0.492,0.25,0.279,4629,5.65,4316,6.2,0.505,43.6,3934,0.621,1.4,4037,62,62.5,9.1,0.48,0.308,0.28,0.42,7.7,5.87,54,933,6.32,354,74,0.589,22.9,54,0.83,74.5,76111,235,89861,87.9,0.62,4.3,27.6,5.4,62223,6.93,80032,0.299,784,408,0.11,6332,56,43104,1,7051,7849,0.46,50122,94977,3.9,97857,2.22,no
8095,29712,45,1437,0.667,4470,31,0.82,0.34,28,8.55,55,932,5319,7189,0.68,83,408,1.7,86,3041,68.5,5.6,2.1,8835,2,47232,0.606,278,0.38,0.66,3.46,80218,4554,56638,0.464,8.5,2.14,4.7,4158,0.26,0.244,43.9,0.81,5.65,2.7,0.398,0.31,0.445,6145,5.09,4822,6.4,0.568,46.5,1855,0.637,7.9,4756,79,62.2,4.9,0.71,0.274,0.63,0.6,8.2,1.02,55,852,6.11,346,49,0.594,38.3,54.4,0.33,65.4,29054,338,89094,85.9,0.64,3.7,52.5,5.1,63749,6.89,59343,0.121,797,389,0.111,4698,31,37441,2.22,7125,7450,0.65,55305,96218,3,88333,2.58,no
7644,29042,38,4967,0.899,6362,14,0.55,0.36,28,9.02,42,559,4610,7718,0.32,54,415,3.2,49,3417,71.4,5.9,1.9,7710,5,32504,0.554,559,0.25,0.79,3.21,76202,5906,87064,0.505,4.96,1.78,5,3290,0.27,0.254,34.3,0.81,5.51,1.3,0.58,0.267,0.29,8033,5.66,4527,4.8,0.372,42,4851,0.601,9.2,5889,80,62.7,5.9,0.24,0.672,0.68,0.41,9.2,5.88,43,879,5.95,353,71,0.589,22.3,54,0.36,68.2,77803,241,40192,85.1,0.79,3.8,37.2,2.2,55854,3,38531,0.174,785,415,0.049,6320,61,39044,0.63,7092,6610,0.7,49358,94897,3.7,91000,2.56,no
8156,20778,32,4063,0.875,5950,45,0.53,0.36,55,8.72,65,192,4969,7694,0.45,81,419,0.9,93,3101,74.1,4.9,3.4,8923,2.8,72524,0.622,484,0.16,0.82,2.85,79854,5869,74822,0.541,8.22,2.76,8.7,3564,0.34,0.268,60.4,0.87,5.79,3.4,0.395,0.47,0.322,5266,5.67,3960,5.2,0.593,44.7,1650,0.574,8.4,5624,73,63.4,2.1,0.48,0.326,0.71,0.51,8.1,1.46,49,856,7.04,319,37,0.577,62,75.9,0.69,81.7,57081,405,87629,83.6,0.56,6.5,37,5.2,62309,0.81,43766,0.117,800,409,0.117,5256,29,40124,4.23,7070,7465,0.3,50653,94288,2.5,97827,4.86,no
7756,27326,28,4714,0.642,5100,37,0.77,0.3,30,8.97,47,626,3912,7053,0.28,70,417,1.8,59,3107,73,5.3,1.9,8441,4.2,29362,0.542,536,0.17,0.58,3.17,76173,5820,55859,0.566,6.16,2.18,8.5,3397,0.27,0.104,40.1,0.81,7.46,3.8,0.566,0.45,0.289,5221,5.48,4583,2.9,0.674,53.4,1586,0.598,2,4003,82,62.2,0.6,0.84,0.161,0.73,0.52,8.3,2.78,51,907,6.84,357,43,0.59,70.6,54,0.37,68.3,27651,260,36371,84.6,0.67,6.3,37.5,2.3,55387,1,69633,0.314,692,386,0.104,4604,35,37296,3.83,7128,7227,0.3,42032,94042,2.2,96015,4.04,no
7674,26144,35,1331,0.611,5196,19,0.61,0.31,31,8.55,26,920,6938,7270,0.41,73,395,3.5,87,4087,73.7,6.2,4.8,8119,4.7,82122,0.528,696,0.52,0.78,3.46,82550,5932,86723,0.557,4.96,2.56,6.1,3591,0.48,0.019,36.2,0.5,7.78,2.4,0.468,0.488,0.275,4717,5.64,4287,2.1,0.456,39.8,1908,0.624,5.9,5188,77,62.5,3.2,0.83,0.618,0.31,0.56,5.6,5.88,53,919,6.45,260,69,0.586,23.2,54.4,0.83,70.4,27442,207,88615,83.9,0.74,4.5,46.2,5.3,57738,2.37,60448,0.124,858,528,0.114,6740,32,43209,2.17,7069,7374,0.79,58237,94674,4,98362,4.88,no
8065,28700,35,1365,0.912,5559,37,0.62,0.34,30,8.52,22,187,6012,7721,0.36,94,401,1.8,92,2797,70.6,6.2,2.6,8573,4.7,73128,0.625,597,0.19,0.75,3.17,77670,4292,62121,0.436,4.83,2.33,4.6,4020,0.42,0.106,15.8,0.87,8.04,3.8,0.575,0.25,0.293,5239,4.46,4881,6,0.457,51,1489,0.57,6.4,4003,68,63.1,5.7,0.55,0.227,0.38,0.59,8.3,2.32,59,853,6.06,273,86,0.596,63.5,54,0.33,82.2,44045,212,90946,87.4,0.74,4.3,37.8,3.8,55399,1.51,60508,0.172,842,387,0.1,6584,34,34205,1.87,7126,7444,0.33,55433,93080,1.6,88689,6.31,no
8183,29593,52,5222,0.483,5632,32,0.88,0.36,31,8.58,26,608,4513,7191,0.58,58,480,2.9,87,3041,67.2,6.9,2.2,8429,2.9,28234,0.539,633,0.56,0.51,3.17,78180,5849,90300,0.493,5.88,2.67,6.5,3865,0.48,0.247,32.4,0.66,5.74,1.2,0.395,0.472,0.287,4653,5.65,4157,3.3,0.597,47.5,8925,0.621,8.3,5631,79,62.8,4.7,0.65,0.65,0.39,0.6,7.9,6.19,59,873,6.01,224,87,0.743,25,54.2,0.4,69,81833,267,87969,87.3,0.67,6,35.2,2.4,68710,6.68,55496,0.316,727,481,0.091,6333,56,38709,1.62,7126,8041,0.38,53623,93966,4.4,97822,3.15,no
7773,29522,48,2157,0.853,5110,40,0.83,0.34,67,8.61,33,205,7103,7555,0.38,73,379,1.5,87,4054,67.7,5.2,4.1,8763,3.1,70872,0.631,574,0.44,0.59,3.45,80801,4488,85821,0.514,4.97,2.45,8.3,3320,0.48,0.231,57.4,0.79,5.54,2.8,0.579,0.479,0.437,3773,5.59,4848,6.4,0.458,45.2,2195,0.621,8.8,5304,43,63.5,9.1,0.34,0.581,0.72,0.41,8.4,0.75,42,923,6.76,291,65,0.676,72.6,50,0.89,71.1,88655,269,22655,87.6,0.84,3.3,27.7,5.5,55433,0.73,92894,0.183,688,417,0.105,6322,80,36821,0.67,7085,7388,0.43,54649,93721,4.3,98298,8.11,no
